ubicacion;entidad;codigoAlfanumerico;speakerType;Type;FWVersion;HWVersion;misc;serial;fecha;centroDeCosto;proveedor
BENCH40;Front control box;FCB348;;2GB,64GB;;DV, TJBA;;47000029;;01 - IS Exterior;Honda
BENCH17;Meter;MTR650;;TBD;;0x2;;;;01 - IS Exterior;Honda
BENCH17;Remote Tuner;RT497;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH18;Amplifier;AMP515;;16;;dan0,MP;;;;01 - IS Exterior;Honda
BENCH18;Touchpad;TP57;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Harness;19;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Mocca;1602100141;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;GPS Antenna ID:;GPS30;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Mic;MIC001;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Roof Antenna;SFA99;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Speakers ID And Type:;NA186;SPKR9T052, 9T049, 9T053, SPKR17CM030;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Most2Go;NA187;;;;?;;;;01 - IS Exterior;Honda
BENCH18;Hud;NA188;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH18;TCU;NA189;;;;?;;;;01 - IS Exterior;Honda
BENCH18;Vol Control;VOL007;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Call Module;NA190;;;;?;;;;01 - IS Exterior;Honda
BENCH18;Steering Wheel Controls;NA191;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH18;Observations;NA192;;;;?;;;;01 - IS Exterior;Honda
BENCH18;Front control box;FCB349;;2GB,64GB;;DV, TJBA;;47000018;;01 - IS Exterior;Honda
BENCH18;Center Display;CTRDSP745;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH18;Meter;MTR375;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH18;Remote Tuner;RT232;;TBD;;1s,TJBA;;;;01 - IS Exterior;Honda
BENCH19;Amplifier;AMP441;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH19;Harness;24;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Mocca;1602100144;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Steering Wheel Controls;CST34, AST199;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Hud;HUD070;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH19;Mic;MIC23;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Roof Antenna;SFA121;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Speakers ID And Type:;NA193;SPKR9T038, 9T034, SPKR17CM012, 17CM008,9CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH19;Touchpad;NO SE PUEDE VER;;TBD;;DV;;;;01 - IS Exterior;Honda
BENCH19;Vol Control;NA194;;;;?;;;;01 - IS Exterior;Honda
BENCH19;Most2Go;NA195;;;;?;;;;01 - IS Exterior;Honda
BENCH19;TCU;NA196;;;;?;;;;01 - IS Exterior;Honda
BENCH19;Call Module;NA197;;;;?;;;;01 - IS Exterior;Honda
BENCH19;GPS Antenna ID:;NA198;;;;?;;;;01 - IS Exterior;Honda
BENCH19;Observations;NA199;;;;?;;;;01 - IS Exterior;Honda
BENCH38;Front control box;FCB350;;2GB,64GB;;DV, TJBA;;47000026;;01 - IS Exterior;Honda
BENCH19;Center Display;CTRDSP670;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH19;Meter;MTR366;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH19;Remote Tuner;RT219;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
;;;;;;;;;;01 - IS Exterior;Honda
BENCH20;Amplifier;AMP272;;11;;TJBA,db;;;;01 - IS Exterior;Honda
BENCH20;Harness;A000;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH20;Most2Go;M2G56;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH20;Touchpad;TP56;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH20;Meter;NA200;;;;?;;;;01 - IS Exterior;Honda
BENCH20;Hud;NA201;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH20;TCU;NA202;;;;?;;;;01 - IS Exterior;Honda
BENCH20;Mocca;1608080460;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH20;Mic;NA203;;;;?;;;;01 - IS Exterior;Honda
BENCH20;Vol Control;NA204;;;;?;;;;01 - IS Exterior;Honda
BENCH20;Call Module;NA205;;;;?;;;;01 - IS Exterior;Honda
BENCH20;Roof Antenna;SFA138;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH20;GPS Antenna ID:;NA206;;;;?;;;;01 - IS Exterior;Honda
BENCH20;Steering Wheel Controls;NA207;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH20;Speakers ID And Type:;NA208;;;;?;;;;01 - IS Exterior;Honda
BENCH20;Observations;NA209;;;;?;;;;01 - IS Exterior;Honda
BENCH20;Center Display;CTRDSP537;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH17;Front control box;FCB351;;2GB,64GB;;DV, TJBA;;47000025;;01 - IS Exterior;Honda
BENCH20;Remote Tuner;RT396;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH21;Amplifier;AMP244;;11;;1S,TJBA;;;;01 - IS Exterior;Honda
BENCH21;Most2Go;M2G59;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH21;Mic;NA210;;;;?;;;;01 - IS Exterior;Honda
BENCH21;Speakers ID And Type:;NA211;SPKR17CM010, SPKR9T003;TBD;;?;;;;01 - IS Exterior;Honda
BENCH21;Touchpad;TP233;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH21;Harness;NA212;;;;?;;;;01 - IS Exterior;Honda
BENCH21;Meter;NA213;;;;?;;;;01 - IS Exterior;Honda
BENCH21;Hud;NA214;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH21;TCU;NA215;;;;?;;;;01 - IS Exterior;Honda
BENCH21;Vol Control;NA216;;;;?;;;;01 - IS Exterior;Honda
BENCH21;Call Module;NA217;;;;?;;;;01 - IS Exterior;Honda
BENCH21;Roof Antenna;SFA79;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH21;GPS Antenna ID:;NA218;;;;?;;;;01 - IS Exterior;Honda
BENCH21;Steering Wheel Controls;NA219;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH21;Observations;NA220;;;;?;;;;01 - IS Exterior;Honda
BENCH21;Mocca;NA221;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Front control box;FCB352;;2GB,32GB;;DV, TJBA;;47000039;;01 - IS Exterior;Honda
BENCH21;Center Display;CTRDSP668;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH21;Remote Tuner;RT493;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH22;Amplifier;AMP510;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH22;Mocca;14008150130;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Most2Go;M2G48;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Roof Antenna;SFA112;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Touchpad;TP185;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Harness;NA222;;;;?;;;;01 - IS Exterior;Honda
BENCH22;Meter;NA223;;;;?;;;;01 - IS Exterior;Honda
BENCH22;Hud;NA224;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH22;TCU;NA225;;;;?;;;;01 - IS Exterior;Honda
BENCH22;Mic;MIC021;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Vol Control;NA226;;;;?;;;;01 - IS Exterior;Honda
BENCH22;Call Module;NA227;;;;?;;;;01 - IS Exterior;Honda
BENCH22;GPS Antenna ID:;NA228;;;;?;;;;01 - IS Exterior;Honda
BENCH22;Steering Wheel Controls;NA229;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Speakers ID And Type:;NA230;9cm=2,17cm=2;TBD;;?;;;;01 - IS Exterior;Honda
BENCH22;Observations;NA231;;;;?;;;;01 - IS Exterior;Honda
BENCH22;Center Display;CTRDSP538;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH06;Front control box;FCB353;;4GB,64GB;;DV, TJBA;;47000008;;01 - IS Exterior;Honda
BENCH22;Remote Tuner;RT194;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH23;Amplifier;AMP509;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH01;Front control box;FCB355;;2GB,64GB;;DV, TJBA;;47000016;;01 - IS Exterior;Honda
BENCH23;Harness;28;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Roof Antenna;SFA109;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Most2Go;M2G58;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Speakers ID And Type:;NA232;SPKR9T012,SPKR9T065,SPKR9T019,;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Touchpad;TP96;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH23;Meter;NA233;;;;?;;;;01 - IS Exterior;Honda
BENCH23;Hud;NA234;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH23;TCU;NA235;;;;?;;;;01 - IS Exterior;Honda
BENCH23;Mocca;NA236;;;;?;;;;01 - IS Exterior;Honda
BENCH23;Mic;NA237;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Vol Control;NA238;;;;?;;;;01 - IS Exterior;Honda
BENCH23;Call Module;NA239;;;;?;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP301;;TBD;;TJBA;PANASONIC;;;01 - IS Exterior;Honda
BENCH23;GPS Antenna ID:;NA240;;;;?;;;;01 - IS Exterior;Honda
BENCH23;Steering Wheel Controls;NA241;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH23;Observations;NA242;;;;?;;;;01 - IS Exterior;Honda
BENCH23;Center Display;CTRDSP543;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH23;Remote Tuner;RT211;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Amplifier;AMP517;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Amplifier;AMP512;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;AUXIN;AUX SIN ID;;TBD;;N/A;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Call Module;NA243;;;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Center Display;CTRDSP678;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH22;Front control box;FCB356;;2GB,64GB;;DV, TJBA;;47000028;;01 - IS Exterior;Honda
BENCH24 VALIDATION;GPS Antenna ID:;NA244;;;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Harness;25;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Hud;HUD058;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Meter;MTR373;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Mic;NA245;;;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Mocca;NA246;;;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Most2Go;NA247;;;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Observations;NA248;;;;?;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Remote Tuner;RT234;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Remote Tuner;RT231;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Roof Antenna;SFA93;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Speakers ID And Type:;NA249;SPKR17CM007, SPKR9T047, 9T051;TBD;;?;;;;01 - IS Exterior;Honda
BENCH24 VALIDATION;Steering Wheel Controls;AST197-CST21-CSS01;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;01 - IS Exterior;Honda
BENCH25;Amplifier;AMP529;;12;;dan0;;;;01 - IS Exterior;Honda
BENCH25;Mocca;NA250;;;;?;;;;01 - IS Exterior;Honda
BENCH25;Most2Go;M2G39;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Roof Antenna;SFA133;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Speakers ID And Type:;NA251;SPKR09CM013,9CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Harness;TJBA000;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;Touchpad;TP373;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH25;Call Module;NA252;;;;?;;;;01 - IS Exterior;Honda
BENCH25;GPS Antenna ID:;NA253;;;;?;;;;01 - IS Exterior;Honda
BENCH25;Hud;NA254;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH25;Meter;NA255;;;;?;;;;01 - IS Exterior;Honda
BENCH25;Mic;MIC017;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH25;Observations;NA256;;;;?;;;;01 - IS Exterior;Honda
BENCH25;Steering Wheel Controls;NA257;;;;?;;;;01 - IS Exterior;Honda
BENCH25;TCU;NA258;;;;?;;;;01 - IS Exterior;Honda
BENCH25;Vol Control;NA259;;;;?;;;;01 - IS Exterior;Honda
BENCH25;Center Display;CTRDSP689;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH25;Remote Tuner;RT204;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB163;;2GB,32GB;;dan0;;91000288;;01 - IS Exterior;Honda
BENCH26;Amplifier;AMP541;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH26;Steering Wheel Controls;NA260;;;;?;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB358;;2GB,64GB;;DV, TJBA;;47000013;;01 - IS Exterior;Honda
BENCH26;Meter;NA261;;;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH26;Harness;NA262;;;;?;;;;01 - IS Exterior;Honda
BENCH26;Hud;NA263;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH26;TCU;NA264;;;;?;;;;01 - IS Exterior;Honda
BENCH26;Vol Control;NA265;;;;?;;;;01 - IS Exterior;Honda
BENCH26;Call Module;NA266;;;;?;;;;01 - IS Exterior;Honda
BENCH26;Mic;IMIC014;;TBD;;N/A;;;;01 - IS Exterior;Honda
BENCH26;Roof Antenna;NA267;;;;?;;;;01 - IS Exterior;Honda
BENCH26;GPS Antenna ID:;NA268;;;;?;;;;01 - IS Exterior;Honda
BENCH26;Speakers ID And Type:;NA269;;;;?;;;;01 - IS Exterior;Honda
BENCH26;Observations;NA270;;;;?;;;;01 - IS Exterior;Honda
BENCH26;Mocca;NA271;;;;?;;;;01 - IS Exterior;Honda
BENCH26;Remote Tuner;NA272;;;;?;;;;01 - IS Exterior;Honda
BENCH25;Touchpad;TP68;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH49;Front control box;FCB407;;2GB,64GB;;DV, TJBA;;52000018;;01 - IS Exterior;Honda
BENCH26;Center Display;CTRDSP549;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH27;Amplifier;AMP253;;16;;1S,TJBA;;;;01 - IS Exterior;Honda
BENCH27;Harness;26;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH27;Mocca;NA273;;;;?;;;;01 - IS Exterior;Honda
BENCH27;Most2Go;M2G44;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH27;Speakers ID And Type:;NA274;SPKR9T018, SPKR9T027,SPKR9T068;TBD;;?;;;;01 - IS Exterior;Honda
BENCH26;Touchpad;TP48;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH27;Hud;NA275;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH27;TCU;NA276;;;;?;;;;01 - IS Exterior;Honda
BENCH27;Mic;IMIC01,IMIC06;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH27;Vol Control;NA277;;;;?;;;;01 - IS Exterior;Honda
BENCH27;Call Module;NA278;;;;?;;;;01 - IS Exterior;Honda
BENCH27;Roof Antenna;NA279;;;;?;;;;01 - IS Exterior;Honda
BENCH27;GPS Antenna ID:;NA280;;;;?;;;;01 - IS Exterior;Honda
BENCH27;Steering Wheel Controls;NA281;;;;?;;;;01 - IS Exterior;Honda
BENCH27;Observations;NA282;;;;?;;;;01 - IS Exterior;Honda
BENCH27;Remote Tuner;NA283;;;;?;;;;01 - IS Exterior;Honda
BENCH27;Center Display;CTRDSP672;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH27;Meter;MTR388;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH04;Front control box;FCB408;;4GB,64GB;;DV, TJBA;;52000051;;01 - IS Exterior;Honda
BENCH28;Most2Go;M2G41;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH27;Touchpad;TP103;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH28;Harness;MINI;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH28;Meter;NA284;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Hud;NA285;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH28;TCU;NA286;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Mocca;NA287;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Mic;NA288;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Vol Control;NA289;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Call Module;NA290;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Roof Antenna;NA291;;;;?;;;;01 - IS Exterior;Honda
BENCH28;GPS Antenna ID:;NA292;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Steering Wheel Controls;NA293;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Speakers ID And Type:;NA294;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Observations;NA295;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Remote Tuner;NA296;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Amplifier;NA297;;;;?;;;;01 - IS Exterior;Honda
BENCH28;Center Display;CTRDSP747;;TBD;;dan1;;;;01 - IS Exterior;Honda
STOCK;Most2Go;M2G55;;;;?;;;;01 - IS Exterior;Honda
BENCH14;Front Control Box;FCB424;;2GB,32GB;;DV, TJBA;;52000044;;01 - IS Exterior;Honda
BENCH29;Amplifier;AMP279;;12;;tjba,db;;;;01 - IS Exterior;Honda
BENCH29;Center Display;CTRDSP501;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH29;Mocca;NA298;;;;?;;;;01 - IS Exterior;Honda
BENCH29;Most2Go;M2G47;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH29;Roof Antenna;SFA85;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH29;Speakers ID And Type:;NA299;SPKR17CM026, SPKR9T056, SPKR9T026, TW010;TBD;;?;;;;01 - IS Exterior;Honda
BENCH29;TCU;TCU263;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH28;Touchpad;TP138;;TBD;;DV;;;;01 - IS Exterior;Honda
BENCH29;Harness;NA300;;;;?;;;;01 - IS Exterior;Honda
BENCH29;Meter;NA301;;;;?;;;;01 - IS Exterior;Honda
BENCH29;Hud;NA302;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH29;Mic;NA303;;;;?;;;;01 - IS Exterior;Honda
BENCH29;Vol Control;NA304;;;;?;;;;01 - IS Exterior;Honda
BENCH29;Call Module;NA305;;;;?;;;;01 - IS Exterior;Honda
BENCH29;GPS Antenna ID:;NA306;;;;?;;;;01 - IS Exterior;Honda
BENCH29;Steering Wheel Controls;NA307;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH29;Observations;NA308;;;;?;;;;01 - IS Exterior;Honda
BENCH29;Remote Tuner;RT210;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH30;Amplifier;AMP538;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH30;Center Display;CTRDSP544;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH30;Harness;16;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Mocca;1602100192;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Steering Wheel Controls;AST235-CST92-CSS009;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Hud;HUD009;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH30;Roof Antenna;SFA002;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Speakers ID And Type:;NA309;SPKRT009,17CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH29;Touchpad;TP37;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH30;Most2Go;NA310;;;;?;;;;01 - IS Exterior;Honda
BENCH30;TCU;NA311;;;;?;;;;01 - IS Exterior;Honda
BENCH30;Mic;MIC022;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Vol Control;NA311;;;;?;;;;01 - IS Exterior;Honda
BENCH30;Call Module;NA312;;;;?;;;;01 - IS Exterior;Honda
BENCH30;GPS Antenna ID:;NA313;;;;?;;;;01 - IS Exterior;Honda
BENCH30;Observations;NA314;;;;?;;;;01 - IS Exterior;Honda
BENCH30;Meter;MTR481;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
BENCH30;Remote Tuner;RT118;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH15;Front control box;FCB425;;2GB,32GB;;DV, TJBA;;52000031;;01 - IS Exterior;Honda
BENCH31;Center Display;CTRDSP548;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH31;Most2Go;M2G53;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH30;Touchpad;TP129;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH31;Harness;NA315;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Meter;NA316;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Hud;NA317;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH31;TCU;NA318;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Mic;NA319;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Vol Control;NA320;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Call Module;NA321;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Roof Antenna;NA322;;;;?;;;;01 - IS Exterior;Honda
BENCH31;GPS Antenna ID:;NA323;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Steering Wheel Controls;NA324;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH31;Speakers ID And Type:;NA325;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Observations;NA326;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Mocca;NA327;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Remote Tuner;NA328;;;;?;;;;01 - IS Exterior;Honda
BENCH31;Amplifier;NA329;;;;?;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB426;;4GB,64GB;;DV, TJBA;broken;52000002;;01 - IS Exterior;Honda
BENCH32;Center Display;CTRDSP539;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH32;Most2Go;M2G30;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH31;Touchpad;TP79;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH32;Harness;NA330;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Meter;NA331;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Hud;NA332;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH32;TCU;NA333;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Mocca;NA334;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Mic;NA335;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Vol Control;NA336;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Call Module;NA337;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Roof Antenna;NA338;;;;?;;;;01 - IS Exterior;Honda
BENCH32;GPS Antenna ID:;NA339;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Steering Wheel Controls;NA340;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH32;Speakers ID And Type:;NA341;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Observations;NA342;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Remote Tuner;NA343;;;;?;;;;01 - IS Exterior;Honda
BENCH32;Amplifier;NA344;;;;?;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB409;;4GB,64GB;;DV, TJBA;;52000004;;01 - IS Exterior;Honda
STOCK;Front control box;FCB429;;2GB,32GB;;DV, TJBA;;53000006;;01 - IS Exterior;Honda
BENCH33;Most2Go;M2G52;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH32;Touchpad;TP133;;TBD;;DV;;;;01 - IS Exterior;Honda
BENCH33;Harness;NA345;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Hud;NA346;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH33;TCU;NA347;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Mocca;NA348;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Mic;NA349;;;;;;;;01 - IS Exterior;Honda
BENCH33;Vol Control;NA350;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Call Module;NA351;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Roof Antenna;SFA97;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH33;GPS Antenna ID:;NA352;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Steering Wheel Controls;NA353;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Speakers ID And Type:;NA354;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Observations;NA355;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Amplifier;NA356;;;;?;;;;01 - IS Exterior;Honda
BENCH33;Center Display;CTRDSP688;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH33;Meter;NA357;;;;;;;;01 - IS Exterior;Honda
BENCH33;Remote Tuner;RT512;;TBD;;dan0;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB430;;2GB,32GB;;DV, TJBA;;53000007;;01 - IS Exterior;Honda
BENCH34;Amplifier;AMP513;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH34;Center Display;CTRDSP535;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH34;Harness;33;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH34;Mocca;NA358;;;;?;;;;01 - IS Exterior;Honda
BENCH34;Most2Go;NA359;;;;;;;;01 - IS Exterior;Honda
BENCH34;Mic;MIC013, 025;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH34;Roof Antenna;SFA228;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH34;TCU;TCU212;;TBD;;QC;;;;01 - IS Exterior;Honda
BENCH33;Touchpad;TP137;;TBD;;?;;;;01 - IS Exterior;Honda
;;;;;;;;;;01 - IS Exterior;Honda
BENCH34;Hud;NA360;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH34;Vol Control;NA361;;;;?;;;;01 - IS Exterior;Honda
BENCH34;Call Module;NA362;;;;?;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP661;;TBD;;dan0;MISSING;;;01 - IS Exterior;Honda
BENCH34;GPS Antenna ID:;NA363;;;;?;;;;01 - IS Exterior;Honda
