ubicacion;entidad;codigoAlfanumerico;speakerType;Type;FWVersion;HWVersion;misc;serial;fecha;centroDeCosto;proveedor
BENCH38;Harness;12;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH38;Most2Go;M2G54;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH38;Mic;MIC06,IMIC05;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH43;Speakers ID And Type:;NA26;SPKR9T067,SPKR9T054,SPKR9T062,SPKR9CM004,17CMSINID;;;?;;;;01 - IS Exterior;Honda
BENCH38;Touchpad;TP34;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH39;Front control box;FCB432;;2GB,32GB;;DV, TJBA;;53000012;;01 - IS Exterior;Honda
BENCH39;Amplifier;AMP527;;16;HH.23.185.171.01;dan0;;;;01 - IS Exterior;Honda
BENCH39;Center Display;CTRDSP542;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH39;Mocca;1608080559;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH39;Roof Antenna;SFA120;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH44;Speakers ID And Type:;NA27;17CM SIN ID,17CM SIN ID;TBD;;?;;;;01 - IS Exterior;Honda
BENCH39;TCU;TCU260;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH39;Mic;IMIC11, IMIC21;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH39;Vol Control;VOL033;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH39;Meter;MTR644;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH39;Remote Tuner;RT549;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH39;Touchpad;TP112;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH40;Front control box;FCB348;;2GB,64GB;;DV, TJBA;;47000029;;01 - IS Exterior;Honda
BENCH40;Amplifier;AMP425;;16;HH.23.185.171.01;dan0;;;;01 - IS Exterior;Honda
BENCH40;Center Display;CTRDSP532;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH40;Mocca;1608080558;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH40;Steering Wheel Controls;AST117-CST2-CSS005;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH40;Harness;HARNESS022;;TJBA;;?;;;;01 - IS Exterior;Honda
BENCH40;Mic;MICOO9,008,020,022;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH40;Roof Antenna;SFA105;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH40;Speakers ID And Type:;SPKR17C015,9T007,9T025,9T040,9T036,TW004,TW005;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH40;AUXIN;NA48;;TBD;;N/A;;;;01 - IS Exterior;Honda
BENCH40;Remote Tuner;RT195;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH40;Meter;MTR640;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH41;Center Display;CTRDSP666;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH41;Most2Go;AUS152000525;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH41;Remote Tuner;RT233;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH41;Touchpad;TP78;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH41;Front control box;FCB893;;2GB,32GB;;dan0;;80000021;;01 - IS Exterior;Honda
BENCH41;Roof Antenna;SFA98;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH42;Amplifier;AMP528;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH42;Center Display;CTRDSP665;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH42;Roof Antenna;SFA143;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH42;Hud;HUD067;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH42;Mocca;1408150137;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH42;Mic;IMIC23,IMIC24;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH42;Steering Wheel Controls;CST184,AST385;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH45;Speakers ID And Type:;NA28;9CM=3,17CM=2,8CM=2;TBD;;?;;;;01 - IS Exterior;Honda
BENCH42;Meter;MTR370;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH42;Remote Tuner;RT536;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH42;Touchpad;TP356;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH42;Front control box;FCB161;;2GB,64GB;;dan0;;91000271;;01 - IS Exterior;Honda
BENCH43;Amplifier;AMP418;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH43;Center Display;CTRDSP685;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH43;Steering Wheel Controls;CST35,CSS003;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH43;Hud;HUD075;;N/A;;DAN0;;;;01 - IS Exterior;Honda
BENCH43;Mic;IMIC09,IMIC08;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH43;Roof Antenna;SFA86;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH46;Speakers ID And Type:;NA29;17CM SIN ID,17CM SIN ID,9CM,ARRAY;TBD;;?;;;;01 - IS Exterior;Honda
BENCH43;Meter;MTR675;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH43;Remote Tuner;RT526;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH43;Touchpad;TP384;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH43;Front control box;FCB617;;4GB,64GB;;dan0;;58000016;;01 - IS Exterior;Honda
BENCH44;Amplifier;AMP629;;7;;dan1;;;;01 - IS Exterior;Honda
BENCH44;Center Display;CTRDSP673;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Speakers ID And Type:;NA30;17CM=1,9CM=2;TBD;;?;;;;01 - IS Exterior;Honda
BENCH44;Mic;IMIC03,IMIC01;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH44;Roof Antenna;SFA167;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH44;Meter;MTR649;;TBD;;0x2;;;;01 - IS Exterior;Honda
BENCH44;Remote Tuner;RT527;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH44;Touchpad;TP354;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH44;Front control box;FCB749;;2GB,64GB;;DAN0;;58000273;;01 - IS Exterior;Honda
BENCH45;Front control box;FCB900;;2GB,32GB;;dan0;;80000032;;01 - IS Exterior;Honda
BENCH45;Amplifier;AMP540;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH45;Center Display;CTRDSP667;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Speakers ID And Type:;NA31;17CM=2,9CM=2;TBD;;?;;;;01 - IS Exterior;Honda
BENCH45;Hud;HUD039;;N/A;;?;;;;01 - IS Exterior;Honda
BENCH45;Mic;IMIC02;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH45;Roof Antenna;SFA137;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH45;Meter;MTR633;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH45;Remote Tuner;RT126;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH45;Touchpad;TP351;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH46;Front control box;FCB452;;2GB,64GB;;DV, TJBA;;56000060;;01 - IS Exterior;Honda
BENCH46;Amplifier;AMP535;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH46;Center Display;CTRDSP361;;TBD;;2S;;;;01 - IS Exterior;Honda
BENCH49;Speakers ID And Type:;NA32;9CM=4,17CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH46;Mocca;1602100127;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH46;Mic;MIC019;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH46;Roof Antenna;SFA162;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH46;Meter;MTR643;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH46;Remote Tuner;RT395;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH46;AUXIN;JACK008;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH46;Touchpad;TP361;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Amplifier;AMP545;;16;;dan;;;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Center Display;CTRDSP687;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Front control box;FCB159;;2GB,32GB;;dan0;;91000255;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Roof Antenna;SFA142;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Speakers ID And Type:;NA33;9CM=2,17CM;TBD;;?;;;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Remote Tuner;RT564;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Touchpad;TP355;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Mic;IMIC12;;;;?;;;;01 - IS Exterior;Honda
BENCH47 VALIDATION;Steering Wheel Controls;AST431-CST210;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Steering Wheel Controls;AST197-CST21-CSS01;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Mocca;1608080458;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Roof Antenna;SFA124;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Amplifier;AMP517;;16;;dan0;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Remote Tuner;RT234;;TBD;;DV, TJBA;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Center Display;CTRDSP683;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Roof Antenna;SFA113;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;TCU;TCU257;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Speakers ID And Type:;NA34;9CM=5,17CM,ARRAY=2;TBD;;?;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Touchpad;TP132;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Mic;IMIC22;;;;?;;;;01 - IS Exterior;Honda
BENCH48 VALIDATION;Front Control Box;FCB1090;;4GB,64GB;;QC;;1404;;01 - IS Exterior;Honda
BENCH49;Front control box;FCB407;;2GB,64GB;;DV, TJBA;;52000018;;01 - IS Exterior;Honda
BENCH49;Amplifier;AMP551;;16;;dan;;;;01 - IS Exterior;Honda
BENCH49;Center Display;CTRDSP656;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH49;Mic;IMIC04;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH49;Roof Antenna;SFA164;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Speakers ID And Type:;NA35;9CM=6,17CM=2,ARRAY=2;TBD;;?;;;;01 - IS Exterior;Honda
BENCH49;Remote Tuner;RT550;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH49;Touchpad;TP344;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH49;Most2Go;M2G49;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Amplifier;AMP534;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Center Display;CTRDSP674;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Roof Antenna;SFA114;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Mic;MIC004;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Speakers ID And Type:;NA36;9CM=3,17CM,ARRAY;TBD;;?;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Meter;MTR670;;TBD;;dan1;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Remote Tuner;RT289;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Steering Wheel Controls;AST493-CST239;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Touchpad;TP43;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Front control box;FCB953;;2GB,64GB;;dan0;;65000020;;01 - IS Exterior;Honda
BENCH50 VALIDATION;Most2Go;AUS152000527;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Camera RR wide;RC318;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;GPS Antenna ID:;GPS027;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Roof Antenna;SFA237;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Amplifier;AMP572;;;HH.23.185.194.01;dan1;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;HUD;HUD010;;N/A;A610;?;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Mocca;1602100191;;TBD;;N/A;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Steering Wheel Controls;AST238-CST90;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Center Display;CTRDSP533;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;TCU;TCU364;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;AUXIN;NA49;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Speakers ID And Type:;NA37;9CM=5,ARRAY=3,8CM=2,17CM=2;TBD;;?;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Touchpad;TP49;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Front Control Box;FCB1093;;4GB,64GB;;QC;;1428;;01 - IS Exterior;Honda
BENCH51 VALIDATION;Meter;MTR440;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Mic;MIC027;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Amplifier;AMP444;;16C DAN0;;dan0;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Mocca;1608080457;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Steering Wheel Controls;AST306-CST78;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Center Display;CTRDSP546;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Meter;MTR455;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Remote Tuner;RT377;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Hud;HUD008;;N/A;;DAN0;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Call Module;NA50;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;Speakers ID And Type:;NA38;17CM=29;TBD;;?;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Touchpad;TP378;;TBD;;DAN0;;;;01 - IS Exterior;Honda
BENCH52 VALIDATION;Front Control Box;FCB1092;;4GB,64GB;;QC;;1423;;01 - IS Exterior;Honda
BENCH53 VALIDATION;Front control box;FCB602;;2GB,32GB;;dan0;;59000126;;01 - IS Exterior;Honda
BENCH53 VALIDATION;Most2Go;M2G33;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH53 VALIDATION;Center Display;CTRDSP541;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH53 VALIDATION;Touchpad;TP357;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Camera RR wide;RC313;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Mic;MIC026,IMIC10;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Roof Antenna;SFA165;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Hud;HUD064;;N/A;A610;?;;;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Center Display;CTRDSP676;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Meter;MTR647;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Remote Tuner;RT394;;TBD;;dan0;;;;01 - IS Exterior;Honda
STOCK;Speakers ID And Type:;NA39;9CM=11;TBD;;?;;;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Front Control Box;FCB1074;;4GB,64GB;;QC;;1429;;01 - IS Exterior;Honda
BENCH54 VALIDATION;Touchpad;TP26;;TBD;;TJBA;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Front Control Box;FCB1089;;4GB,64GB;;QC;;1401;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Roof Antenna;SFA298;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Amplifier;AMP361;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Steering Wheel Controls;AST291-CST83;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Center Display;CTRDSP500;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Meter;MTR438;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Call Module;NA51;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;AUXIN;JACK007;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Vol Control;NA52;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;Speakers ID And Type:;NA40;5CM(SPEAKER ARRAY)=8;TBD;;?;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Steering Wheel Controls;AST440-CST219;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH55 VALIDATION;Touchpad;TP121;;TBD;;DV;;;;01 - IS Exterior;Honda
BENCH56;Remote Tuner;RT563;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH56;Front control box;FCB742;;2GB,64GB;;dan0;;58000128;;01 - IS Exterior;Honda
BENCH56;Most2Go;M2G50;;TBD;;?;;;;01 - IS Exterior;Honda
BENCH56;Center Display;CTRDSP675;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCH56;Roof Antenna;SFA80;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCH56;Touchpad;TP130;;TBD;;DV;;;;01 - IS Exterior;Honda
BENCHLab2;Center Display;CTDRSP493;;3s;;dan0;PANASONIC;;;01 - IS Exterior;Honda
BENCHLab2;Harness;8;;TBD;;?;;;;01 - IS Exterior;Honda
BENCHLab2;Most2Go;M2G42;;TBD;;?;;;;01 - IS Exterior;Honda
BENCHLab2;Touchpad;TP75;;TBD;C809A461;DV, TJBA;;;;01 - IS Exterior;Honda
BENCHLab2;Roof Antenna;SFA106;;TBD;;MP;;;;01 - IS Exterior;Honda
BENCHLab2;Remote Tuner;RT543;;TBD;;dan0;;;;01 - IS Exterior;Honda
BENCHLab2;Front control box;FCB433;;2GB,32GB;;DV, TJBA;;53000016;;01 - IS Exterior;Honda
BENCHLab2;Amplifier;AMP421;;16;;dan0;;;;01 - IS Exterior;Honda
BENCHLab2;Center Display;CTRDSP663;;TBD;;dan0;;;;01 - IS Exterior;Honda
STOCK;Remote Tuner;RT376;;TBD;;dan0;missing;;;01 - IS Exterior;Honda
STOCK;Touchpad;TP221;;TBD;;?;missing;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB914;;2GB,32GB;;dan0;broken;80000038;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP526;;TBD;;dan0;MISSING;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP301;;TBD;;TJBA;PANASONIC;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB426;;4GB,64GB;;DV, TJBA;broken;52000002;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP661;;TBD;;dan0;MISSING;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP662;;TBD;;dan0;MISSING;;;01 - IS Exterior;Honda
STOCK;Most2Go;M2G46;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB436;;2GB,32GB;;DV, TJBA;;53000019;;01 - IS Exterior;Honda
STOCK;Front control box;FCB349;;2GB,64GB;;DV, TJBA;;47000018;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1073;;4GB,64GB;;QC;;1498;;01 - IS Exterior;Honda
STOCK;Touchpad;TP374;;TBD;;DAN0;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB957;;4GB,64GB;;dan0;;62000032;;01 - IS Exterior;Honda
STOCK;Hud;HUD009;;N/A;;?;;;;01 - IS Exterior;Honda
STOCK;Steering Wheel Controls;AST429;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;HUD;HUD069;;N/A;;DAN0;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1091;;4GB,64GB;;QC;;1407;;01 - IS Exterior;Honda
STOCK;Most2Go;AUS152000531;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;Meter;MTR645;;TBD;;dan0;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1072;;4GB,64GB;;QC;;1496;;01 - IS Exterior;Honda
STOCK;Meter;MTR376;;TBD;GP:  VP: ;dan0;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB756;;4GB,64GB;;dan0;;58000285;;01 - IS Exterior;Honda
STOCK;Touchpad;TP147;;TBD;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB164;;2GB,64GB;;dan0;;91000204;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP593;;TBD;;MP;;;;01 - IS Exterior;Honda
STOCK;Mocca;1602100142;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB1075;;4GB,64GB;;QC;;1431;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP120;;THRA;;dan0;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB355;;2GB,64GB;;DV, TJBA;;47000016;;01 - IS Exterior;Honda
STOCK;Touchpad;TP373;;TBD;;DAN0;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB163;;2GB,32GB;;dan0;;91000288;;01 - IS Exterior;Honda
STOCK;Front control box;FCB358;;2GB,64GB;;DV, TJBA;;47000013;;01 - IS Exterior;Honda
STOCK;Most2Go;M2G55;;;;?;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB409;;4GB,64GB;;DV, TJBA;;52000004;;01 - IS Exterior;Honda
STOCK;Front control box;FCB429;;2GB,32GB;;DV, TJBA;;53000006;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB430;;2GB,32GB;;DV, TJBA;;53000007;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP547;;TBD;;dan0;;;;01 - IS Exterior;Honda
STOCK;Touchpad;TP30;;TBD;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB431;;2GB,32GB;;DV, TJBA;;53000008;;01 - IS Exterior;Honda
STOCK;Touchpad;TP358;;TBD;C809A461;TJBA;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB442;;2GB,TBD;;DV, TJBA;;53000006;;01 - IS Exterior;Honda
STOCK;Front control box;FCB443;;2GB,32GB;;DV, TJBA;;53000011;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB456;;2GB,64GB;;DV, TJBA;;56000085;;01 - IS Exterior;Honda
STOCK;Touchpad;TP350;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB603;;2GB,32GB;;dan0;;59000112;;01 - IS Exterior;Honda
STOCK;Front control box;FCB662;;4GB,64GB;;dan0;;58000075;;01 - IS Exterior;Honda
STOCK;Touchpad;TP370;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP229;;TBD;;1s,TJBA;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB744;;2GB,64GB;;DAN0;;58000127;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP254;;11;;1S;;;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP273;;11;;1S,TJBA,db;;;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP257;;11;;1s,TJBA;;;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP270;;11;;TJBA,db;;;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP382;;9;;dan0;;;;01 - IS Exterior;Honda
STOCK;Amplifier;AMP230;;16;;1S, TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP202;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP203;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP204;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP206;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP209;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP211;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP212;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Front Control Box;FCB892;;2GB,TBD;;dan0;;80000046;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP215;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP216;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP217;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP219;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP229;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP231;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP233;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP234;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP236;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP245;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP246;;IC4;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP287;;TBD;;TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP291;;TBD;;1S, TJBA;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP550;;TBD;;dan0;;;;01 - IS Exterior;Honda
STOCK;Front control box;FCB895;;2GB,32GB;;dan0;;80000020;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP746;;TBD;;dan1;;;;01 - IS Exterior;Honda
STOCK;Center Display;CTRDSP292;;TBD;;1s,TJBA;;;;01 - IS Exterior;Honda
STOCK;GPS Antenna ID:;GPS37;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;GPS Antenna ID:;GPS47;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;GPS Antenna ID:;GPS26;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;GPS Antenna ID:;GPS40;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;GPS Antenna ID:;GPS38;;TBD;;?;;;;01 - IS Exterior;Honda
STOCK;HUD;HUD063;;N/A;;DAN0;;;;01 - IS Exterior;Honda
STOCK;HUD;HUD066;;N/A;;DAN0;;;;01 - IS Exterior;Honda
STOCK;HUD;HUD038;;N/A;;DAN0;;;;01 - IS Exterior;Honda
STOCK;HUD;HUD068;;N/A;;DAN0;;;;01 - IS Exterior;Honda
